micros,ax,ay,az
0,17376,1560,504
1000,17332,1488,396
1999,17356,1468,404
2999,17420,1492,432
3999,17452,1548,280
5000,17400,1556,336
6000,17388,1592,480
6999,17452,1612,484
7999,17464,1584,500
8999,17436,1472,520
9999,17440,1420,528
11000,17492,1460,388
12000,17548,1480,440
12999,17464,1620,596
13999,17572,1568,564
15001,17572,1484,552
16001,17504,1480,540
17000,17512,1532,416
17999,17680,1476,500
18999,17596,1564,520
19999,17640,1576,520
21001,17572,1596,432
22001,17592,1496,576
23000,17608,1464,572
24000,17596,1448,484
24999,17668,1416,448
26000,17688,1408,456
26999,17728,1436,568
27999,17588,1492,456
29000,17684,1528,520
30000,17760,1444,588
30999,17852,1468,500
32000,17864,1412,468
33000,17792,1396,556
34000,17808,1384,552
35000,17732,1408,496
35999,17748,1536,604
36999,17760,1416,536
37999,17748,1380,628
39000,17812,1332,596
40000,17876,1372,652
41001,17860,1364,748
42001,18024,1408,548
43001,17992,1364,704
44001,17872,1372,596
45000,17880,1336,656
46000,17916,1420,556
46999,17992,1332,620
47999,17968,1300,704
49001,17928,1456,692
49999,18016,1380,636
51000,18020,1360,576
52000,18028,1368,824
52999,18024,1400,792
53999,18064,1400,648
55000,17984,1416,552
56000,18036,1344,544
56999,18008,1340,672
57999,18044,1372,692
59000,18004,1348,732
59999,18056,1300,692
60999,18040,1288,636
62000,18040,1380,756
62999,18012,1276,608
64000,18168,1260,752
64999,18204,1372,800
66000,18152,1332,812
67001,18092,1232,844
68000,18088,1260,816
69001,18252,1264,844
70000,18108,1332,628
71001,17996,1276,824
72000,18064,1332,716
73000,18164,1260,716
73999,18196,1296,800
74999,18100,1356,592
75999,18224,1336,804
77000,18168,1264,776
78000,18180,1356,748
79000,18164,1300,740
79999,18132,1264,748
80999,18112,1260,716
81999,18056,1156,776
83000,18004,1216,796
84000,18068,1200,732
85000,18148,1156,652
86000,18096,1172,756
86999,18068,1244,784
87999,18072,1272,684
89000,18188,1300,804
90000,18164,1260,724
90999,18096,1272,748
92000,18028,1252,728
93000,18056,1196,676
94000,18000,1192,692
95000,18052,1128,684
96000,18032,1184,692
97000,17996,1212,804
97999,18008,1192,812
99000,17976,1252,764
100000,18036,1204,920
100999,18044,1200,908
101999,18072,1204,868
103000,18100,1116,880
104000,18080,1108,992
105000,17964,1120,868
106000,18024,1148,736
107000,17992,1216,780
108000,17964,1236,912
109000,17908,1208,920
109999,17880,1192,860
111000,17884,1196,728
112000,18012,1256,784
113000,18000,1240,996
114000,17896,1296,976
115000,17816,1244,872
116000,17812,1292,804
117000,17828,1156,852
118000,17728,1232,852
119000,17844,1224,972
120000,17800,1260,992
121000,17784,1220,872
121999,17760,1272,788
122999,17700,1252,788
123999,17756,1164,876
125000,17736,1196,756
126000,17740,1364,724
127000,17716,1252,760
127999,17656,1344,736
128999,17752,1288,800
130000,17656,1224,876
131000,17660,1256,728
131999,17640,1164,792
132999,17616,1056,804
133999,17628,1164,916
135000,17564,1208,804
136000,17540,1184,788
137000,17592,1200,908
138000,17676,1236,844
139000,17620,1236,964
140000,17476,1268,892
140999,17420,1196,688
141999,17468,1256,716
143000,17464,1240,896
144000,17468,1248,792
145000,17376,1112,736
146000,17296,1188,676
147000,17372,1144,696
