micros,ax,ay,az
522000,-1544,-876,-27100
523001,-1608,-604,-27780
524002,-1796,-344,-27820
525000,-1948,-400,-27624
526000,-1976,-1016,-27484
527001,-1980,-1024,-27120
528002,-1800,-352,-26532
529002,-1532,-8,-25720
530001,-1200,168,-24740
531001,-1060,160,-23352
532002,-1060,488,-21708
533002,-1028,336,-20148
534001,-660,-344,-18728
535001,-184,-664,-17484
536002,24,-668,-16412
537002,24,-612,-15300
538000,112,-804,-14696
539000,320,-552,-14280
540001,532,-204,-13792
541000,720,-284,-13292
542000,916,-528,-12596
543002,1272,-748,-10604
544002,1324,-744,-9408
545000,1596,-804,-8332
546000,1740,-396,-7312
547001,1952,60,-6408
548001,2168,156,-5360
549002,2220,-24,-4380
550002,2344,-356,-3620
551001,2460,-388,-2788
552001,2516,-648,-2196
553002,2556,-720,-2044
554000,2564,-616,-1952
555000,2328,-380,-2340
556002,2056,-236,-3204
557002,1952,-540,-4508
558001,1848,-636,-6052
559001,1676,-720,-7856
560002,1460,-844,-9624
561002,1172,-872,-11164
562000,872,-712,-12708
563000,540,-380,-14008
564001,200,-56,-15260
565000,52,88,-16328
566000,176,488,-17456
567000,228,1308,-18428
568001,-648,1044,-19196
569000,-1092,-864,-19432
570001,-1068,-1552,-19616
571002,-872,-604,-20160
572002,-964,-12,-20928
573001,-1072,-1068,-21864
574001,-1276,-1172,-22768
575002,-1432,-232,-23172
576000,-1792,-204,-23360
577001,-2212,-896,-24408
578001,-1876,-864,-25664
579002,-1448,-192,-26756
580002,-1796,-584,-27144
581001,-2192,-1192,-26944
582001,-2092,-896,-26584
583002,-1792,-196,-26240
584000,-1620,88,-25780
585001,-1512,-112,-24908
586002,-1216,240,-23816
587002,-860,724,-21936
588000,-924,324,-20172
589000,-972,-332,-18540
590002,-516,-388,-17184
591002,232,-268,-15840
592000,372,-604,-14268
593001,344,-688,-12592
594001,448,-320,-10824
595002,864,-236,-9888
596002,1104,-720,-9228
597000,1148,-1096,-9212
598001,1372,-852,-8828
599002,1568,-812,-8216
600000,1596,-1112,-7632
601001,1280,-920,-7268
602001,1512,-464,-7276
603002,2100,-216,-7388
604002,2252,-96,-7048
605001,2100,-28,-6540
606001,1856,56,-5932
607002,1932,-308,-5280
608000,1996,-376,-5052
609001,2016,-4,-4964
610002,1904,176,-5068
611002,2108,-108,-5316
612001,2000,-356,-5244
613002,1392,-124,-5496
614000,1180,-32,-6456
615001,1324,-612,-8136
616002,1316,-1004,-9932
617002,1032,-768,-11668
618000,484,-676,-12948
619001,108,-832,-14624
620002,8,-880,-16520
621002,-236,-400,-18364
622001,-416,-8,-19964
623001,-404,296,-21208
624002,-848,252,-21832
625002,-1464,-488,-22152
626001,-1784,-868,-22488
627001,-1584,-568,-22976
628002,-1352,36,-23976
629000,-1424,-392,-24660
630002,-1712,-616,-24544
631000,-1740,-220,-24080
632001,-1744,-32,-23844
633002,-1856,-248,-23640
634002,-1652,-556,-23700
635001,-1384,-412,-24024
636001,-1396,-528,-23904
637002,-1716,-1060,-23404
638000,-1848,-964,-23108
639001,-1420,-668,-23200
640002,-1200,-508,-23348
641002,-1140,-516,-23068
642001,-1064,-296,-22232
643001,-900,168,-20716
644002,-696,-80,-19008
645002,-688,-272,-17596
646001,-424,-312,-16504
647001,148,-220,-15596
648002,608,-328,-14232
649002,432,-636,-12448
650000,248,-600,-10692
651000,596,-1016,-9480
652001,1500,-872,-8744
653002,1872,-132,-8188
654000,1860,240,-7308
655000,1840,-240,-6176
656002,1692,-944,-5092
657002,1580,-448,-4380
658000,1832,68,-4440
659000,2104,-220,-5324
660002,2440,-964,-6004
661002,2292,-1004,-6160
662001,1736,-308,-6008
663002,1540,-96,-6112
664002,1704,-272,-6852
665001,1836,-40,-7740
666002,1752,264,-8264
667002,1536,68,-8516
668000,1380,-524,-8580
669001,1028,-652,-9100
670002,804,-336,-10060
671002,940,-556,-11488
672002,1120,-804,-13068
673001,904,-600,-13932
674001,388,-268,-14196
675002,-200,-416,-14596
676002,-316,-740,-15548
677001,-244,-680,-17100
678001,-440,-576,-18804
679002,-696,-592,-20216
680002,-900,-480,-21344
681001,-1120,-240,-22168
682002,-1468,220,-23336
683002,-1432,64,-24676
684000,-1228,-76,-25680
685001,-1192,-104,-25916
686002,-1548,-64,-25500
687002,-1912,-188,-24920
688001,-1780,-488,-24436
689001,-1520,-532,-24440
690002,-1424,-440,-24376
691000,-1208,-424,-23964
692001,-1040,-580,-23236
693002,-1052,-544,-22220
694000,-1080,-404,-21080
695001,-1088,-476,-19972
696002,-540,-652,-19248
697000,-124,-656,-18464
698001,-124,-508,-17256
699002,-204,-280,-16028
700000,-140,-228,-15204
701001,120,-184,-14672
702001,408,-168,-14484
703002,272,-656,-13936
704002,488,-1920,-12996
705000,1052,-1848,-11592
706000,1244,60,-10884
707001,1376,1040,-10256
708000,1704,124,-9556
709000,1952,-612,-8416
710002,1824,340,-6892
711002,1808,708,-5120
712000,1836,-260,-4572
713001,2300,-1348,-4480
714001,2644,-1304,-4452
715002,2216,-588,-4320
716002,2100,-528,-4068
717000,2160,-332,-4032
718000,2140,432,-4628
719002,1956,756,-5752
720002,1976,184,-6792
721001,1948,-804,-7976
722002,1616,-824,-8940
723002,1020,-732,-9904
724001,680,-1020,-11112
725001,960,-1028,-12716
726002,1084,-344,-14240
727002,852,328,-15068
728000,396,100,-15536
729000,252,-284,-15856
730001,92,-348,-16440
731002,-164,-488,-16860
732001,-204,-832,-17856
733002,-140,-952,-18720
734000,-60,-504,-19216
735001,-420,0,-19492
736001,-872,120,-19928
737002,-924,56,-20956
738002,-652,-132,-21888
739001,-800,-180,-22748
740001,-1032,-472,-23296
741002,-1120,-920,-23684
742002,-1100,-904,-24116
743001,-1256,-744,-24564
744001,-1240,-332,-24908
745002,-1036,-204,-25124
746002,-852,-104,-24660
747001,-1032,-28,-23440
748001,-1204,-156,-21984
749002,-848,-424,-21028
750000,-352,-712,-20040
751001,-136,-712,-18904
752002,-52,-544,-17568
753000,208,-304,-16092
754000,412,-124,-14560
755001,408,-112,-13300
756001,632,-80,-12384
757002,984,-392,-11572
758002,1096,-1420,-10828
759000,1188,-2300,-10020
760000,1280,-1828,-9360
761001,1612,-332,-9524
762002,1892,476,-9580
763002,1976,60,-9448
764000,1808,232,-8816
765000,1828,916,-7804
766001,2012,868,-6796
767000,2012,-320,-6384
768001,2080,-1148,-6224
769001,2268,-1120,-5980
770002,2300,-896,-5720
771002,2184,-732,-5168
772000,2008,-228,-4864
773001,1940,500,-5084
774001,2184,612,-5808
775002,2212,-20,-6484
776002,1848,-748,-7168
777000,1588,-1120,-7968
778000,1320,-1328,-9044
779001,1172,-1456,-10352
780000,1024,-992,-11840
781000,996,-40,-13460
782001,844,588,-15004
783002,444,488,-16236
784002,0,328,-17024
785000,-176,64,-17868
786000,-56,-320,-18956
787002,-104,-836,-19920
788002,-164,-812,-20492
789001,-168,-216,-20820
790001,-520,352,-20732
791002,-780,56,-20824
792002,-948,-472,-20920
793001,-732,-568,-21348
794001,-592,-488,-21752
795002,-672,-944,-22048
796000,-864,-1676,-22128
797001,-856,-1448,-22192
798001,-956,-692,-22276
799002,-1012,-132,-22528
800002,-860,80,-22928
801000,-628,412,-22828
802001,-640,588,-22328
803001,-720,192,-21588
804002,-608,-508,-20852
805002,-352,-904,-20356
806001,-28,-920,-19352
807001,164,-840,-18188
808002,204,-584,-16680
809002,392,-40,-15060
810000,564,188,-13496
811000,772,120,-12304
812001,1040,-432,-11220
813000,1400,-956,-10392
814000,1672,-1224,-9540
815002,1512,-1280,-8516
816002,1468,-1056,-7660
817001,1716,-532,-7196
818001,1908,104,-7108
819002,1944,248,-7004
820002,2020,212,-6912
821000,2088,76,-6780
822000,2152,-104,-6940
823001,2084,-484,-7184
824000,2020,-828,-7388
825001,2072,-756,-7608
826001,2000,-380,-7672
827002,1872,-28,-7532
828002,1684,-32,-7424
829000,1656,-324,-7448
830001,1704,-592,-7900
831001,1776,-776,-8460
832002,1520,-980,-9052
833002,1280,-992,-9728
834000,1148,-588,-10548
835001,920,-120,-11744
836002,684,132,-12968
837002,552,296,-14036
838000,520,280,-15360
839000,360,272,-16588
840001,88,504,-17732
841002,-416,308,-18764
842002,-664,-800,-19672
843001,-776,-1356,-20616
844002,-768,-912,-21580
845000,-852,-280,-22280
846001,-836,-784,-22868
847002,-956,-1024,-23284
848002,-1028,-668,-23480
849001,-1108,-408,-23208
850002,-1204,-552,-22900
851000,-964,-720,-22524
852001,-960,-356,-22308
853002,-936,-192,-21736
854000,-804,-428,-21284
855001,-676,-644,-20804
856002,-596,-408,-20416
