micros,ax,ay,az
0,21136,5644,-748
1000,21252,5564,-672
2000,21504,5584,-640
3000,21664,5720,-572
4000,21828,5772,-468
5000,22168,5812,-532
6000,22476,5896,-396
7000,22740,5932,-348
8000,22968,6032,-372
9000,23016,6104,-320
10000,23164,6140,-348
11000,23192,6276,-208
12000,23372,6284,-192
13000,23480,6376,-200
14000,23536,6396,-32
15000,23604,6464,-232
16000,23676,6524,-84
17000,23948,6684,24
18000,24320,6752,-20
19000,24492,6852,20
20000,24536,6868,64
21000,24568,6888,152
22000,24620,6872,132
23000,24744,6856,164
24000,24684,6912,228
25000,24736,6856,248
26000,24772,6772,164
27000,24860,6772,108
28000,24800,6760,88
29000,24960,6884,160
30000,25104,6872,132
31000,25220,6884,100
32000,25356,6804,256
33000,25316,6808,360
34000,25212,6816,360
35000,25120,6768,384
36000,25024,6668,400
37000,24956,6616,440
38000,24748,6636,540
39000,24684,6652,556
40000,24652,6616,556
41000,24676,6620,516
42000,24580,6632,516
43000,24668,6632,596
44000,24632,6624,652
45000,24460,6532,732
46000,24380,6416,616
47000,24120,6312,576
48000,23992,6364,612
49000,23896,6348,688
50000,23752,6264,652
51000,23572,6148,616
52000,23448,6108,648
53000,23420,6068,628
54000,23256,5944,684
55000,23144,6000,636
56000,23016,6016,576
57000,22804,5896,576
58000,22704,5680,628
59000,22492,5612,532
60000,22172,5576,604
61000,21952,5520,644
62000,21748,5368,608
63000,21512,5368,568
64000,21232,5148,484
65000,21100,5064,496
66000,20944,5048,548
67000,20724,4932,684
68000,20500,4928,584
69000,20260,4876,676
70000,19876,4692,688
71000,19616,4696,564
72000,19296,4560,628
73000,19024,4532,708
74000,18792,4512,636
75000,18512,4312,432
76000,18220,4160,480
77000,18024,4132,536
78000,17724,4008,604
79000,17476,3908,620
80000,17228,3892,476
81000,16984,3864,352
82000,16660,3788,316
83000,16508,3708,312
84000,16160,3628,392
85000,15896,3500,400
86000,15588,3436,320
87000,15280,3324,152
88000,14976,3216,4
89000,14620,3208,164
90000,14472,3192,204
91000,14260,3088,176
92001,14012,2968,80
93000,13716,2796,28
94000,13444,2828,36
95000,13208,2836,76
96000,12968,2716,96
97000,12676,2628,-12
98000,12476,2584,-8
99000,12200,2484,-64
100000,11972,2444,-136
101000,11760,2436,-76
102000,11504,2380,-136
103000,11272,2228,-212
104000,11052,2144,-52
105000,10804,2152,0
106000,10488,2036,4
107000,10284,1980,52
108000,10116,1924,-84
109000,9888,1864,-256
110000,9516,1812,-288
111000,9212,1728,-216
112000,9024,1644,-248
113000,8604,1588,-524
114000,8132,1408,-516
115000,7556,1364,-564
116000,6872,1492,-720
117000,6448,1552,-584
118000,6136,1572,-876
119000,5976,1416,-948
120000,5708,1352,-1036
121000,5396,1244,-1048
122000,5232,1092,-960
123000,5120,988,-1032
124000,5040,872,-924
125000,4928,756,-900
126000,4764,700,-908
127000,4772,760,-820
128000,4592,744,-768
129000,4612,848,-924
130000,4640,804,-1016
131000,4628,944,-1028
132000,4696,1068,-924
133000,4772,1068,-924
134000,5024,1060,-848
135000,5176,1124,-1004
136000,5356,1120,-980
137000,5624,1184,-884
138000,5900,1184,-872
139000,6052,1116,-664
140000,6460,1140,-688
141000,7004,1164,-452
142000,7496,1232,-244
143000,7880,1364,-184
144000,8360,1516,-144
145000,8848,1568,-88
146000,9456,1760,-80
147000,9964,1824,24
148000,10264,1904,48
149000,10488,1952,-20
150000,10620,1916,8
151000,10608,1900,232
152000,10640,1876,264
153000,10768,1892,276
154000,10872,1928,184
155000,11032,2028,356
156000,11284,2056,436
157000,11520,1948,300
158000,11876,1956,432
159000,12068,2072,532
160000,12176,2116,500
161000,12424,2088,468
162000,12560,2052,628
163000,12608,2120,764
164001,12868,2108,796
165000,13036,2164,756
166000,13192,2196,660
167000,13320,2300,808
168000,13512,2324,1064
169000,13816,2376,1092
170000,14080,2308,1112
171000,14416,2332,1072
172000,14660,2576,1128
173000,14660,2576,1128
174001,14920,2684,1244
175000,15152,2652,1424
176000,15288,2792,1480
177000,15496,2756,1416
178000,15672,2824,1416
179000,15832,2888,1544
180000,15988,2988,1544
181000,16320,3020,1588
182000,16468,3056,1568
183000,16712,3116,1604
184000,16964,3128,1708
185000,17448,3224,1780
186000,17728,3236,1812
187000,17916,3288,1836
188000,17960,3220,1804
189000,18204,3292,1860
190000,18516,3392,1928
191000,18564,3364,1996
192000,18752,3392,1964
193000,18868,3412,1880
194000,19056,3484,1816
195000,19320,3548,1964
196000,19512,3564,2020
197000,19840,3696,1956
198000,20072,3748,2096
199000,20200,3820,2112
200000,20408,3856,2116
201000,20484,3864,2216
202000,20652,4020,2228
203000,20760,4108,2264
204000,20840,4172,2216
205000,21032,4224,2288
206000,21192,4332,2436
207000,21272,4372,2436
208000,21484,4396,2372
209000,21604,4508,2412
210000,21736,4580,2512
211000,21744,4704,2848
212001,21976,4772,2652
213000,22144,4804,2612
214000,22232,4872,2684
215000,22080,4904,2816
216000,22228,4916,2724
217000,22392,5032,2768
218000,22332,5036,2840
219000,22448,5064,2876
220000,22504,5180,2824
221000,22600,5168,2628
222000,22604,5248,2524
223000,22696,5316,2824
224000,22700,5316,2908
225000,22820,5404,2688
226000,22844,5340,2672
227000,22744,5456,2692
228000,22752,5436,2664
229000,22760,5440,2492
230000,22628,5532,2544
231000,22528,5500,2548
232000,22492,5584,2368
233000,22512,5564,2464
234000,22552,5636,2548
235000,22516,5684,2480
236000,22584,5728,2504
237000,22488,5764,2420
238000,22332,5796,2324
239000,22216,5860,2424
240000,22248,5820,2452
241000,22044,5828,2368
242000,21928,5764,2372
243000,21772,5836,2296
244000,21588,5952,2280
245000,21448,5956,2328
246000,21384,5948,2160
247000,21300,5980,2124
248000,21244,5948,2232
249000,21176,6020,2264
250000,21104,5964,2164
251000,20856,6000,2240
252000,20728,6100,2112
253000,20564,6060,2012
254000,20292,5980,1884
255000,20052,5944,1820
256000,19916,5900,1704
257000,19832,5832,1796
258000,19668,5900,1768
259000,19476,5884,1740
260000,19288,5868,1648
261000,19132,5896,1560
262000,18920,5768,1556
263000,18812,5720,1560
264000,18592,5756,1348
265000,18332,5672,1556
266000,18164,5600,1420
267000,17900,5560,1388
268000,17668,5476,1280
269000,17452,5484,1204
270000,17288,5440,1072
271000,17084,5300,1076
272000,16832,5336,1168
273000,16652,5264,1012
274000,16388,5276,976
275001,16212,5248,968
276000,16084,5220,976
277000,15912,5124,848
278000,15684,5156,820
279000,15400,5024,596
280000,15356,5032,656
281000,15052,5012,728
282000,14804,4988,516
283000,14668,4844,508
284000,14576,4844,536
285000,14432,4824,464
286000,14124,4736,432
287000,13960,4656,404
288000,13716,4508,308
289000,13656,4568,260
290000,13404,4544,260
291000,13272,4392,184
292000,13144,4344,236
293000,12968,4328,92
294001,12800,4392,-24
295000,12700,4276,4
296000,12448,4188,124
297000,12284,4136,124
298000,12160,4068,40
299000,11968,4044,24
300000,11800,4004,4
301000,11628,3932,-92
302000,11500,3948,-96
303000,11336,3928,-24
304000,11260,3812,-88
305000,11204,3852,0
306000,11076,3764,-236
307000,10944,3828,-356
308000,10912,3768,-320
309000,10912,3736,-324
310000,10820,3832,-420
311000,10836,3856,-396
312000,10728,3748,-376
313000,10736,3752,-376
314000,10628,3776,-328
315000,10692,3744,-480
316000,10596,3704,-328
317000,10512,3680,-412
318000,10424,3708,-356
319000,10448,3664,-404
320000,10448,3600,-404
321000,10496,3620,-360
322000,10592,3692,-308
323000,10596,3676,-432
324000,10684,3612,-384
325000,10644,3604,-252
326000,10636,3568,-432
327000,10644,3564,-516
328000,10824,3624,-408
329000,10952,3608,-364
330000,10968,3700,-408
331000,11068,3780,-460
332000,11140,3788,-524
333000,11212,3896,-448
334000,11372,3880,-352
335000,11588,3992,-280
336000,11692,4024,-280
337000,11748,4044,-288
338000,11840,4076,-332
339000,11980,4192,-272
340000,12004,4228,-252
341000,12048,4192,-240
342000,12224,4244,-324
343000,12324,4224,-396
344000,12436,4316,-240
345000,12612,4336,-80
346000,12820,4404,-80
347000,13104,4528,-168
348000,13188,4604,-204
349000,13316,4560,-112
350000,13456,4632,-28
351000,13532,4724,136
352000,13688,4764,-132
353000,14012,4716,-192
354000,14116,4780,-112
355000,14232,4884,88
356000,14504,5036,72
357000,14624,5072,-64
358000,14812,5168,-64
359000,15052,5264,52
360000,15296,5292,108
361000,15520,5388,236
362000,15568,5396,200
363000,15752,5420,144
364000,16008,5408,52
365001,16184,5536,208
366000,16376,5636,292
367000,16688,5668,192
368000,16912,5764,140
369000,17064,5908,312
370001,17216,6012,396
371000,17440,6052,312
372000,17656,6032,304
373000,17900,6080,232
374000,18012,6184,248
375000,18156,6256,308
376000,18424,6252,192
377000,18692,6392,496
378000,18936,6440,544
379000,19120,6448,576
380000,19276,6388,516
381000,19472,6496,456
382000,19660,6532,592
383000,19800,6544,640
384000,20064,6584,448
385000,20248,6672,624
386000,20392,6776,560
387000,20608,6740,660
388000,20776,6792,588
389000,20988,6764,552
390000,21268,6904,688
391000,21384,7032,496
392000,21520,7024,584
393000,21680,7076,880
394000,21676,7076,908
395000,21928,7132,676
396000,22160,7052,776
397000,22264,7140,888
398000,22396,7188,836
399000,22512,7200,764
400000,22672,7192,700
401000,22856,7184,648
402000,22992,7252,844
403000,23024,7300,960
404000,23264,7340,856
405000,23300,7292,828
406000,23372,7324,968
407000,23460,7384,1076
408000,23548,7332,1052
409000,23736,7332,868
410000,23740,7440,984
411000,23844,7408,932
412000,23940,7316,1000
413000,24020,7320,888
414000,24004,7248,980
415000,24020,7216,948
416000,24000,7268,832
417000,24060,7320,720
418000,24160,7232,948
419000,24248,7172,976
420000,24288,7128,976
421000,24236,7084,968
422000,24200,7100,928
423000,24140,7032,964
424000,24152,6996,980
425000,24084,6964,824
426000,24112,7048,860
427000,24088,6984,932
428000,24000,6876,776
429000,23932,6904,772
430000,23920,6840,772
431000,23860,6708,904
432000,23824,6628,920
433000,23744,6604,872
434000,23652,6516,756
435000,23596,6584,664
436000,23412,6532,720
437000,23328,6488,932
438000,23204,6336,936
439000,23028,6328,752
440000,22948,6176,756
441000,22884,6156,864
442000,22664,6212,872
443000,22568,6120,852
444000,22488,6004,920
445000,22416,5936,788
446000,22192,5848,800
447000,22048,5772,844
448000,21828,5856,780
449000,21692,5764,648
450000,21420,5676,680
451000,21268,5536,676
452000,21116,5540,540
453000,20964,5428,560
454000,20796,5388,604
455000,20556,5272,696
456000,20396,5316,680
457000,20192,5268,624
458000,19972,5260,544
459000,19808,5140,380
460000,19560,5096,328
461000,19356,5016,292
462000,19220,4916,292
463000,18992,4928,344
464000,18800,4888,320
465000,18576,4744,296
466000,18336,4660,300
467000,18060,4628,484
468000,17864,4520,260
469001,17684,4504,44
470000,17520,4504,212
471000,17288,4464,12
472001,17060,4368,28
473001,16828,4196,160
474000,16444,4208,120
475000,16200,4160,64
476001,16152,4080,4
477000,15932,4064,36
478000,15672,3976,140
479000,15468,3932,36
480000,15280,3880,12
481000,15040,3904,-8
482000,14864,3908,-156
483000,14704,3784,-144
484000,14432,3712,-124
485000,14144,3600,-76
486000,14016,3624,-100
487000,13832,3508,-212
488000,13588,3520,-168
489000,13472,3404,-80
490000,13352,3468,-136
491000,13140,3400,-260
492000,13024,3436,-272
493000,12756,3308,-236
494000,12620,3252,-324
495000,12444,3244,-344
496000,12300,3132,-452
497000,12036,3124,-452
498000,11908,3156,-436
499000,11860,3040,-340
500000,11648,3048,-380
501000,11552,3040,-536
502000,11392,3020,-564
503000,11260,3016,-492
504000,11068,2972,-524
505000,10992,2892,-532
506000,10964,2820,-520
507000,10892,2896,-460
508000,10832,2932,-496
509000,10808,2832,-600
510000,10772,2844,-584
511000,10652,2664,-524
512000,10616,2656,-488
513000,10500,2748,-540
514000,10468,2656,-496
515000,10476,2700,-512
516000,10420,2740,-492
517000,10408,2752,-604
518000,10320,2716,-484
519000,10336,2668,-552
520000,10248,2700,-540
521000,10240,2756,-464
522000,10348,2712,-544
523000,10340,2812,-480
524000,10340,2836,-472
525000,10348,2844,-432
526000,10384,2748,-360
527000,10440,2872,-452
528000,10460,2868,-428
529000,10540,2876,-368
530000,10600,2860,-312
531000,10660,2976,-460
532000,10824,3040,-360
533000,10884,3052,-280
534000,10908,3000,-312
535000,10980,2972,-224
536000,10960,3052,-244
537000,11108,3212,-316
538000,11260,3308,-240
539000,11184,3236,-120
540000,11440,3180,-204
541000,12080,3244,-280
542000,11756,3264,-128
543000,11672,3348,-176
544000,12268,3424,-196
545000,11968,3536,104
546000,12372,3372,-32
547000,12368,3512,-128
548000,12316,3592,-40
549000,12700,3596,20
550000,12568,3692,-32
551000,12696,3704,-76
552000,12900,3784,60
553000,12956,3876,68
554000,13280,3800,-56
555000,13428,3832,-4
556000,13500,3952,276
557000,13696,4092,380
558000,13912,4160,236
559000,14156,4180,184
560000,14416,4256,168
561000,14456,4308,192
562000,14572,4408,320
563000,14784,4520,440
564000,14884,4600,384
565000,15052,4672,528
566000,15248,4736,500
567000,15360,4868,476
568000,15560,4788,360
569000,15736,4808,480
570000,15936,4892,460
571000,16120,4968,600
572000,16276,5124,656
573000,16480,5104,684
574000,16612,5176,752
575000,16928,5304,760
576000,17028,5324,780
577000,17156,5396,788
578000,17328,5468,776
579000,17480,5492,916
580000,17536,5532,880
581000,17688,5596,928
582000,17828,5776,868
583000,18016,5824,996
584000,18100,5832,1136
585000,18268,5932,1024
586000,18392,6020,1144
587000,18544,6128,1160
588000,18592,6124,1220
589000,18780,6316,1180
590000,18924,6320,1248
591000,19056,6324,1276
592000,19268,6276,1216
593000,19268,6436,1336
594000,19372,6488,1336
595000,19480,6448,1428
596000,19608,6440,1472
597000,19732,6588,1404
598000,19772,6652,1408
599000,19864,6648,1552
600000,20040,6632,1472
601000,20064,6668,1396
602000,20152,6752,1552
603000,20176,6820,1532
604000,20188,6856,1612
605000,20256,6804,1568
606000,20392,6884,1564
607000,20500,6924,1720
608000,20456,6936,1680
609000,20548,7004,1604
610000,20504,7072,1636
611000,20444,7076,1592
612000,20584,6996,1620
613000,20608,7128,1696
614000,20612,7124,1592
615000,20560,7140,1628
616000,20476,6960,1552
617000,20580,7080,1576
618000,20516,6988,1532
619000,20492,7020,1476
620000,20420,7020,1440
621000,20412,7060,1604
622000,20352,7048,1580
623000,20400,7028,1560
624000,20384,6972,1584
625000,20320,6948,1588
626000,20288,6976,1680
627000,20292,7024,1464
628000,20140,7012,1532
629000,20108,6976,1480
630000,20000,6812,1512
631000,19964,6868,1512
632000,19744,6708,1384
633000,19720,6724,1516
634000,19612,6664,1384
635000,19500,6672,1428
636000,19408,6652,1488
637000,19324,6620,1444
638000,19232,6504,1428
639000,19124,6508,1356
640000,19024,6440,1308
641000,18776,6276,1344
642000,18564,6232,1256
643000,18448,6224,1140
644000,18380,6204,1084
645000,18360,6044,1100
646000,18164,5968,1104
647000,17940,5972,1112
648000,17832,6020,1144
649000,17628,5904,968
650000,17604,5848,912
651000,17464,5800,804
652000,17268,5720,776
653000,17060,5584,920
654000,16960,5508,900
655000,16804,5516,852
656000,16500,5460,796
657000,16364,5320,804
658000,16364,5236,740
659000,16144,5160,696
660000,16012,5112,700
661000,15900,5020,648
662000,15600,4944,676
663000,15424,5016,604
664000,15348,4880,608
665000,15156,4808,504
666000,14924,4688,412
667000,14764,4664,384
668000,14560,4576,536
669000,14392,4576,368
670000,14304,4400,280
671001,14148,4396,356
672001,14052,4272,256
673000,13864,4236,140
674000,13696,4288,260
675001,13516,4196,292
676001,13368,4176,120
677000,13160,4056,92
678000,13036,3956,48
679000,12900,3876,32
680000,12752,3852,60
681000,12576,3780,12
682000,12468,3684,12
683000,12420,3556,60
684000,12304,3628,-28
685000,12104,3660,-136
686000,11988,3556,-40
687000,11892,3500,-136
688000,11672,3360,-188
689000,11512,3372,-60
690000,11440,3340,-124
691000,11452,3268,-224
692000,11344,3240,-268
693000,11288,3284,-292
694000,11080,3252,-152
695000,11032,3032,-208
696000,10984,2992,-200
697000,10920,3136,-328
698000,10828,2996,-388
699000,10740,2992,-324
700000,10584,3024,-352
701000,10504,2932,-420
702000,10568,2964,-584
703000,10628,2924,-492
704000,10504,2888,-376
705000,10472,2900,-372
706000,10436,2876,-380
707000,10420,2804,-560
708000,10408,2836,-532
709000,10380,2828,-444
710000,10516,2808,-552
711000,10496,2816,-460
712000,10528,2768,-424
713000,10552,2700,-384
714000,10576,2708,-428
715000,10552,2700,-440
716000,10648,2712,-448
717000,10704,2708,-404
718000,10788,2696,-516
719000,10820,2748,-428
720000,10876,2748,-452
721000,10992,2684,-528
722000,11092,2680,-504
723000,11128,2716,-448
724000,11224,2768,-464
725000,11308,2724,-456
726000,11424,2696,-440
727000,11516,2816,-488
728000,11604,2888,-476
729000,11704,2852,-516
730000,11876,2924,-452
731000,11964,2968,-556
732000,12060,2932,-468
733000,12172,3016,-292
734000,12400,3000,-428
735000,12404,3056,-444
736000,12544,3104,-392
737000,12772,3192,-336
738000,12844,3164,-216
739000,13104,3072,-292
740000,13276,3256,-216
741000,13312,3248,-200
742000,13524,3296,-224
743000,13732,3328,-140
744000,13912,3256,-240
745000,14156,3316,-176
746000,14236,3308,-52
747000,14352,3380,20
748000,14516,3432,80
749000,14688,3532,-160
750000,14976,3488,-124
751000,15120,3528,-124
752000,15224,3636,-140
753000,15440,3620,-40
754000,15664,3612,-36
755000,15928,3728,76
756000,16012,3716,140
757000,16248,3832,76
758000,16404,3920,228
759000,16672,3900,164
760000,16800,3916,204
761000,16856,3884,180
762000,17112,3940,216
763000,17460,4048,96
764000,17616,4096,32
765000,17788,4244,196
766001,17944,4280,140
767000,18128,4252,96
768000,18428,4148,172
769000,18648,4212,244
770000,18720,4364,264
771000,18912,4336,376
772000,19104,4344,300
773000,19260,4440,376
774000,19512,4432,368
775000,19716,4452,260
776000,19824,4580,220
777000,20024,4580,308
778000,20156,4596,292
779000,20340,4664,452
780000,20536,4700,536
781000,20692,4748,572
782000,20848,4824,488
783000,21032,4780,404
784000,21100,4940,540
785000,21288,4960,624
786000,21424,4992,548
787000,21468,5028,712
788000,21568,5020,656
789000,21708,5036,612
790000,21840,5140,620
791000,21996,5036,780
792000,22060,4992,696
793000,22204,5136,608
794000,22308,5212,672
795000,22396,5252,652
796000,22516,5380,684
797000,22612,5264,708
798000,22684,5280,744
799000,22840,5264,816
800000,22824,5324,724
801000,22944,5428,636
802000,23012,5376,724
803000,23068,5428,736
804000,23004,5464,684
805000,23092,5496,712
806000,23248,5516,660
807000,23292,5524,644
808000,23360,5496,628
809000,23288,5500,720
810000,23352,5552,788
811000,23316,5520,660
812000,23328,5500,584
813000,23276,5544,716
814000,23180,5512,692
815000,23272,5496,684
816000,23236,5588,748
817000,23216,5616,732
818000,23312,5604,560
819000,23200,5552,680
820000,23108,5704,668
821000,23064,5796,564
822000,22956,5632,668
823000,22752,5584,596
824000,22728,5524,708
825000,22632,5600,680
826000,22596,5572,648
827000,22548,5580,836
828000,22440,5572,700
829000,22392,5604,652
830000,22308,5560,608
831000,22196,5492,608
832000,22148,5584,560
833000,22008,5468,548
834000,21856,5460,376
835000,21708,5456,472
836000,21672,5392,552
837000,21484,5436,568
838000,21364,5464,448
839000,21108,5372,500
840000,20944,5336,420
841000,20968,5344,512
842001,20816,5280,556
843000,20676,5232,504
844000,20508,5264,448
845000,20320,5224,500
846000,20140,5148,372
847000,19988,5136,252
848000,19872,5196,304
849000,19636,5080,316
850000,19424,5032,312
851000,19320,4944,416
852000,19256,4876,228
853000,19088,4836,300
854000,18788,4820,328
855000,18592,4820,320
856000,18468,4756,180
857000,18296,4688,140
858001,18128,4652,136
859000,17924,4560,24
860000,17688,4600,124
861000,17460,4540,116
862000,17252,4432,40
863000,17156,4500,120
864000,17084,4476,84
