micros,ax,ay,az
0,23664,668,6548
1000,23720,792,6688
2000,23748,812,6624
3000,23804,780,6664
4001,23816,884,6752
5001,23940,872,6644
6000,24016,840,6768
7000,24012,864,6920
8000,24008,880,6944
9001,24032,896,6724
10000,24076,972,6816
11001,24020,972,6796
12001,23972,1044,6832
13001,24124,1000,6976
14001,24092,1032,6836
15000,24056,1084,6736
16000,24000,1040,6772
17002,23976,1060,6760
18002,23960,1080,6768
19002,23984,1076,6640
20000,23980,1200,6692
21000,23832,1212,6904
22000,23772,1296,6804
23000,23872,1304,6936
24000,23888,1296,6772
25001,23748,1184,6752
26000,23684,1156,6764
27000,23716,1228,6664
28000,23604,1236,6668
29000,23572,1260,6612
30001,23536,1176,6492
31001,23376,1252,6492
32000,23364,1248,6452
33000,23328,1216,6504
34000,23236,1232,6484
35001,23224,1244,6500
36000,23088,1156,6376
37002,23068,1248,6236
38001,22924,1232,6184
39001,22860,1248,6280
40000,22764,1216,6220
41000,22720,1208,6100
42001,22552,1232,6144
43000,22524,1200,6164
44000,22460,1224,6072
45000,22432,1092,6008
46000,22360,1072,5924
47002,22204,1176,5924
48002,22048,1220,5788
49000,22048,1148,5848
50001,21916,1152,5820
51001,21804,1188,5784
52001,21608,1144,5840
53000,21640,1148,5828
54000,21432,1212,5576
55000,21288,1180,5548
56001,21260,1104,5520
57001,21116,1068,5476
58001,20964,1144,5352
59001,20776,1120,5300
60000,20668,1020,5288
61000,20616,1064,5196
62000,20444,1032,5088
63001,20424,1020,5112
64001,20312,976,5068
65001,20168,904,5036
66001,19976,944,4984
67000,19832,896,4900
68000,19712,860,4860
69002,19640,848,4772
70002,19460,808,4808
71002,19380,904,4624
72002,19296,780,4524
73001,19056,716,4632
74000,18932,796,4624
75000,18876,732,4580
76001,18764,728,4532
77001,18516,708,4416
78001,18320,684,4252
79000,18308,724,4172
80000,18216,652,4124
81000,18000,644,4044
82001,17808,644,4076
83000,17712,564,4040
84001,17548,524,3984
85001,17360,608,3804
86000,17168,628,3748
87001,17108,520,3652
88001,16992,460,3548
89000,16852,360,3560
90001,16728,380,3396
91001,16516,404,3492
92001,16348,348,3396
93000,16160,372,3460
94000,16000,424,3312
95001,15940,424,3236
96000,15704,432,3108
97000,15592,416,2984
98001,15476,396,2904
99000,15376,312,2884
100000,15176,304,2896
101000,15128,276,2860
102001,14920,272,2676
103001,14820,284,2708
104000,14568,252,2772
105000,14460,168,2640
106001,14296,68,2496
107001,14124,156,2420
108000,14020,160,2348
109000,13952,164,2344
110001,13820,116,2420
111000,13580,112,2256
112000,13368,64,2076
113000,13340,-20,2008
114001,13228,48,1932
115002,13028,56,1960
116000,13008,8,1948
117000,12840,-16,1980
118001,12704,8,1692
119001,12544,-4,1636
120000,12492,16,1640
121000,12352,-44,1560
122001,12200,28,1660
123001,11992,24,1696
124001,11924,-64,1520
125000,11920,-64,1496
126000,11648,-24,1480
127000,11464,-92,1444
128001,11464,-128,1388
129002,11316,-132,1424
130000,11260,-20,1316
131000,11144,-80,1220
132001,11156,-212,1256
133000,10984,-136,1172
134000,10816,-172,1008
135001,10740,-304,1176
136000,10660,-296,1124
137000,10592,-244,956
138001,10612,-204,836
139000,10488,-164,972
140000,10300,-172,840
141001,10076,-228,832
142000,10120,-260,880
143000,10036,-232,808
144001,9984,-272,684
145000,9920,-268,636
146000,9828,-272,604
147001,9728,-236,724
148000,9696,-268,676
149000,9612,-280,652
150001,9608,-280,616
151000,9548,-248,548
152000,9396,-204,560
153001,9380,-180,548
154000,9344,-140,472
155000,9272,-200,376
156001,9208,-340,332
157000,9248,-332,424
158000,9216,-372,404
159001,9132,-256,272
160000,9204,-352,408
161000,9020,-392,344
162001,9056,-392,340
163000,8992,-356,320
164000,9012,-356,292
165001,8956,-332,212
166000,8824,-296,224
167000,8804,-340,216
168000,8856,-408,172
169001,8812,-396,368
170002,8860,-464,244
171000,8808,-488,236
172000,8888,-488,132
173001,8800,-480,200
174001,8788,-336,188
175000,8844,-452,60
176001,8896,-516,160
177002,8868,-488,168
178000,8828,-404,144
179000,8852,-476,68
180001,8872,-416,128
181001,8940,-420,140
182000,8908,-408,132
183001,8952,-424,120
184002,8996,-512,96
185000,8996,-476,268
186000,9072,-420,292
187001,9124,-432,76
188002,9256,-432,196
189000,9248,-456,168
190000,9216,-516,180
191001,9364,-592,180
192000,9392,-508,180
193000,9468,-496,128
194001,9528,-488,124
195000,9560,-436,168
196000,9584,-424,144
197001,9640,-508,76
198000,9772,-580,164
199000,9872,-544,164
200001,9964,-568,180
201000,9988,-604,180
202000,10112,-608,108
203001,10224,-560,148
204000,10296,-604,144
205000,10312,-668,196
206001,10448,-588,312
207000,10516,-712,316
208000,10676,-712,316
209001,10636,-572,284
210001,10728,-620,356
211000,10860,-640,352
212000,10944,-604,308
213001,11060,-652,140
214000,11340,-656,264
215000,11420,-700,484
216001,11456,-740,372
217000,11540,-784,432
218000,11684,-824,392
219001,11760,-720,260
220000,11996,-752,264
221000,11952,-648,376
222001,12128,-716,556
223000,12224,-776,540
224000,12368,-712,484
225001,12448,-780,576
226000,12676,-776,516
227000,12860,-768,580
228001,12956,-828,544
229000,13060,-784,632
230000,13232,-788,600
231001,13272,-804,692
232000,13492,-832,716
233000,13596,-820,812
234001,13864,-812,740
235000,13984,-796,660
236000,14140,-868,660
237001,14216,-864,680
238000,14452,-916,812
239000,14616,-888,776
240001,14700,-804,748
241000,14864,-832,880
242000,14964,-872,900
243001,15148,-872,936
244000,15268,-948,976
245000,15340,-872,1004
246001,15516,-816,980
247000,15764,-900,968
248000,15904,-904,1144
249001,16144,-912,1132
250000,16228,-876,964
251000,16340,-948,1088
252000,16552,-860,1172
253001,16716,-860,1256
254002,16800,-860,1192
255000,17024,-996,1148
256000,17212,-924,1148
257001,17324,-852,1224
258000,17496,-892,1300
259000,17676,-932,1256
260001,17852,-924,1220
261000,17936,-876,1256
262000,17996,-928,1396
263001,18236,-852,1352
264000,18540,-864,1396
265000,18600,-836,1376
266001,18680,-828,1400
267000,18840,-860,1476
268000,19052,-896,1496
269001,19244,-756,1480
270000,19428,-740,1596
271000,19560,-832,1736
272001,19616,-760,1700
273000,19768,-756,1560
274000,19956,-764,1568
275001,20044,-828,1520
276000,20280,-784,1592
277000,20480,-728,1692
278001,20500,-772,1584
279000,20696,-780,1740
280000,20868,-692,1836
281001,20960,-676,1780
282000,21104,-620,1756
283000,21364,-708,1820
284001,21444,-612,1772
285000,21500,-592,1736
286000,21628,-592,1876
287001,21684,-596,1868
288000,21868,-584,1832
289000,22024,-512,1888
290001,22136,-488,1860
291000,22192,-504,1960
292000,22412,-512,1976
293001,22644,-464,2064
294001,22732,-452,1812
295000,22936,-384,2036
296000,22996,-284,2044
297001,23032,-308,2124
298000,23120,-316,1924
299000,23268,-288,2028
300001,23352,-272,2164
301000,23508,-192,2252
302000,23612,-192,2232
303001,23664,-256,2184
304000,23808,-180,2120
305000,23912,-120,2272
306001,23964,-36,2256
307000,24020,-112,2408
308000,24140,-64,2464
309001,24232,40,2456
310001,24300,20,2356
311000,24388,-28,2228
312001,24432,112,2364
313002,24632,96,2288
314000,24664,128,2256
315000,24776,168,2368
316000,24800,208,2412
317001,24868,156,2304
318001,24920,164,2404
319001,25000,204,2308
320001,25020,284,2412
321000,25076,244,2424
322001,25136,268,2416
323001,25228,324,2348
324001,25216,364,2424
325000,25356,408,2692
326001,25336,368,2772
327000,25432,444,2696
328000,25492,520,2592
329001,25504,648,2688
330001,25492,564,2604
331000,25468,516,2632
332000,25560,564,2704
333001,25596,660,2636
334002,25616,644,2696
335000,25580,744,2648
336000,25596,616,2808
337000,25600,740,2684
338001,25604,816,2620
